"id","com_name_ar","com_name_en","idl","ide","owner","manegar","tel","fax","address","up_date","uid","s_print_type","s_intro","s_co_name","s_co_tel","s_finish","s_idl","s_ide","s_cust","s_emp","mini_money","num_of_copy","bar_name","bar_tel","p_bar_name","p_bar_tel","bar_type","bar_size","syndicate_id","branch_id","master_branch_id","logo","main_eg1","main_eg2","online_product_id","product_price_update_id","product_update_id","no_decimal","no_exp","auto_unsaved","trans_id"
"1","الصيدلية","","","","","","","","","1/11/2024 9:48:52 PM","2","1","نتمنى لكم الشفاء العاجل","","","لا يتم قبول المرتجعات إلا بتقديم أصل الفاتورة","","","1","0","10.0000","1","","","0","0","1","0","2","1","1","System.Byte[]","System.Byte[]","System.Byte[]","0","0","0","1","1","","96"
