"emp_id","A","A1","A2","A3","A4","A5","A6","A7","A8","A9","B","B1","B2","B3","B4","B5","B6","B7","B8","B9","B10","B11","B12","B13","B14","B15","B16","B17","B18","B19","B20","B21","B22","B23","B24","B25","B26","B27","B28","C","C1","C2","C3","C4","C5","C6","C7","D","D1","D2","D3","D4","D5","D6","D7","D8","D9","E","E1","E2","E3","E4","E5","F","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","G","GA","GA1","GA2","GA3","GA4","GA5","GA6","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","H","H1","H2","I","I1","I2","I3","I4","I5","I6","G21","G22","F18","E6","E7","F19","F20","F21","I7","I8","I9","I10","I11","I12","I13","I14","I15","I16","I17","I18","B29","G23","D10","G24","A10","B0","F22","F23","E8","B30","B31","J","J1","J2","J3","J4","J5","J6","J7","J8","J9","J10","J11","J12","J13","J14","J15","J16","J17","J18","F24","J19","J20","J21","J22","J23","J24","B32","G25","B33","F25","G26","G27","G28","G29","G30","D11","f26","f27","I19","I20","I21","B34","F28","B35","J25"
"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1         ","1         ","1","1","1","1","1","1","0"
