"vendor_id","vendor_code","vendor_name_ar","vendor_name_en","tel","mobile","address","company_code","vendor_max_money","vendor_current_money","deleted","active","vendor_start_money","insert_date","insert_uid","update_uid","update_date","emp_tel","emp_tel_details","emp_area_manegar","emp_area_manegar_details","emp_deliv","emp_deliv_details","emp_get_money","emp_get_money_details","ven_notes","ven_return"
"1","1","مورد","","","","","","100000.0000","0.0000","1","0","0.0000","10/5/2022 12:40:20 PM","1","","","","","","","","","","","",""
