"id","class","product_id","general","notes","store_id","insert_uid","insert_date","update_uid","update_date","vendor_id","amount"
"208","0","50670","0","فاتورة البيع","1","1","9/22/2021 3:13:33 PM","","9/22/2021 3:13:33 PM","0","0"
"209","0","12396","0","فاتورة البيع","1","1","11/15/2021 10:04:30 PM","","11/15/2021 10:04:30 PM","0","0"
"210","0","64697","0","فاتورة البيع","1","1","9/22/2021 3:13:34 PM","","9/22/2021 3:13:34 PM","0","0"
"211","0","23061","0","فاتورة البيع","1","1","9/27/2021 7:44:37 PM","","9/27/2021 7:44:37 PM","0","0"
"212","0","58779","0","فاتورة البيع","1","1","7/4/2023 11:26:00 PM","","7/4/2023 11:26:00 PM","0","0"
"213","0","63434","0","فاتورة البيع","1","1","5/6/2022 8:07:54 PM","","5/6/2022 8:07:54 PM","0","0"
"214","0","57808","0","فاتورة البيع","1","1","2/28/2024 2:25:28 AM","","2/28/2024 2:25:28 AM","0","0"
"215","0","1599","0","فاتورة البيع","1","1","10/10/2021 5:59:04 PM","","10/10/2021 5:59:04 PM","0","0"
"216","0","63224","0","فاتورة البيع","1","1","11/15/2021 9:58:41 PM","","11/15/2021 9:58:41 PM","0","0"
"217","0","63233","0","فاتورة البيع","1","1","1/21/2022 8:15:56 PM","","1/21/2022 8:15:56 PM","0","0"
"218","0","52185","0","فاتورة البيع","1","1","5/27/2023 9:23:04 PM","","5/27/2023 9:23:04 PM","0","0"
"219","0","63279","0","فاتورة البيع","1","1","5/1/2024 10:55:34 PM","","5/1/2024 10:55:34 PM","0","0"
"220","0","31474","0","فاتورة البيع","1","1","8/7/2022 9:21:18 PM","","8/7/2022 9:21:18 PM","0","0"
"221","0","66101","0","فاتورة البيع","1","1","7/29/2022 7:37:55 PM","","7/29/2022 7:37:55 PM","0","0"
"222","0","63906","0","فاتورة البيع","1","1","9/30/2021 6:32:52 PM","","9/30/2021 6:32:52 PM","0","0"
"223","0","66283","0","فاتورة البيع","1","1","11/10/2021 5:58:33 PM","","11/10/2021 5:58:33 PM","0","0"
"224","0","63257","0","فاتورة البيع","1","1","3/9/2022 5:29:45 PM","","3/9/2022 5:29:45 PM","0","0"
