"pd_id","pd_code","pd_name_ar","pd_name_en","deleted","insert_date","insert_uid"
"192","192","مزيل رائحة العرق بلية دوارة","Deoderant Roll-On","1","2/6/2014 8:04:22 PM","1"
"193","193","أحمر خدود","Blush","1","2/6/2014 8:04:22 PM","1"
"194","194","طلاء شفاه","Lip Stick","1","2/6/2014 8:04:22 PM","1"
"195","195","محدد الشفاه","Lip Liner","1","2/6/2014 8:04:22 PM","1"
"196","196","ملمع شفاه","Lip  Gloss","1","2/6/2014 8:04:22 PM","1"
"197","197","منتجات اخرى للشفاه","Other Lip Products","1","2/6/2014 8:04:22 PM","1"
"198","198","محدد للعين","Eye Liner","1","2/6/2014 8:04:22 PM","1"
"199","199","ماسكرا","Mascara","1","2/6/2014 8:04:22 PM","1"
"200","200","ظل جفون","Eye Shadow","1","2/6/2014 8:04:22 PM","1"
"201","201","كحل","Kohl - كحل","1","2/6/2014 8:04:22 PM","1"
"202","202","بودرة وجه","Compact Powder","1","2/6/2014 8:04:22 PM","1"
"203","203","منظف وجه/ماكياج","Facial Cleasner/Make up remove","1","2/6/2014 8:04:22 PM","1"
"204","204","منتجات اخرى لمكياج الوجه","Other Face Make-Up /ACCESSORIE","1","2/6/2014 8:04:22 PM","1"
"205","205","أدوات أخرى للتجميل","Other Devices for Cosmetic","1","2/6/2014 8:04:22 PM","1"
"206","206","قطن غير طبى","Non-Medical Cotton/BUDS","1","2/6/2014 8:04:22 PM","1"
"207","207","طلاء اظافر","Nail Polish","1","2/6/2014 8:04:22 PM","1"
"208","208","مزيل طلاء لاظافر","Nail Polish Remover","1","2/6/2014 8:04:22 PM","1"
"209","209","مبرد اظافر","Nail File","1","2/6/2014 8:04:22 PM","1"
"210","210","عدة عناية بالاظافر","Nail Care Tool","1","2/6/2014 8:04:22 PM","1"
"211","211","صنفرة للجلد","Skin Scrubs","1","2/6/2014 8:04:22 PM","1"
"212","212","مقشطة / مقشر للجلد","skin peelers","1","2/6/2014 8:04:22 PM","1"
"213","213","ماسك للجلد / للشعر","Mask: skin/Hair","1","2/6/2014 8:04:22 PM","1"
"214","214","شامبو / رغوة للجسم","Body Shampoo/ Foam","1","2/6/2014 8:04:22 PM","1"
"215","215","بخاخ ازالة شعر","Depilation Spray","1","2/6/2014 8:04:22 PM","1"
"216","216","شمع","Wax","1","2/6/2014 8:04:22 PM","1"
"217","217","منتجات حلاقة","Shaving Products","1","2/6/2014 8:04:22 PM","1"
"218","218","فوم حلاقة","Shaving Foam","1","2/6/2014 8:04:22 PM","1"
"219","219","شيكولاته","Chocolate","1","2/6/2014 8:04:22 PM","1"
"220","220","لبان","Chewing Gum","1","2/6/2014 8:04:22 PM","1"
"221","221","شنطة/ كيس/ وعاء","Case/Bag/Container","1","2/6/2014 8:04:22 PM","1"
"222","222","جوارب","Socks","1","2/6/2014 8:04:22 PM","1"
"223","223","جوانتى","Gloves","1","2/6/2014 8:04:22 PM","1"
"224","224","أحذية/ ملبوسات","SHOES","1","2/6/2014 8:04:22 PM","1"
"225","225","لوفه","Loofah","1","2/6/2014 8:04:22 PM","1"
"226","226","فرشه \ مشط","Hair Brush/Comb","1","2/6/2014 8:04:22 PM","1"
"227","227","ادوات كتابية/كتب/مجلات","Books/magazines","1","2/6/2014 8:04:22 PM","1"
"228","228","كروت معايدة","Greeting Card","1","2/6/2014 8:04:22 PM","1"
"229","229","كروت تليفونات","Phone Cards","1","2/6/2014 8:04:22 PM","1"
"230","230","الكترونيات","Other Electronics","1","2/6/2014 8:04:22 PM","1"
"231","231","بطاريات","Batteries","1","2/6/2014 8:04:22 PM","1"
"232","232","اخرى","Other","1","2/6/2014 8:04:22 PM","1"
"233","233","دوش مهبلى","","1","2/6/2014 8:04:22 PM","1"
"234","234","فيال","Vial","1","2/6/2014 8:04:22 PM","1"
"235","235","ملح","salt","1","2/6/2014 8:04:22 PM","1"
"236","236","سبراى للجسم","","1","2/6/2014 8:04:22 PM","1"
"237","237","سن","","1","2/6/2014 8:04:22 PM","1"
"238","238","اقراص قص","","1","2/6/2014 8:04:22 PM","1"
"239","239","اسكلب لوشن","SCALP LOHION","1","9/4/2014 11:52:30 AM","1"
"240","240","اسبري","SPRAY","1","9/4/2014 12:46:05 PM","1"
"241","241","كريم موضعي","TOPICAL CREAM","1","9/4/2014 4:56:45 PM","1"
"242","242","اسبري موضعي","TOPICAL SPRAY","1","9/8/2014 11:46:21 AM","1"
"243","243","اسبري للفم","ORAL SPRAY","1","9/8/2014 12:15:26 PM","1"
"244","244","جيل موضعي","TOPICAL GEL","1","9/8/2014 1:16:30 PM","1"
"245","245","جيل مهبلي","Vaginal gel","1","9/27/2014 3:17:03 PM","1"
"246","246","غسول للوجه","","1","9/30/2014 11:41:01 AM","1"
"247","247","حلقه مهبليه","VAGINAL RING","1","11/15/2014 12:10:15 PM","1"
"248","248","شامبو","SHAMPOO","1","3/26/2014 9:58:02 AM","1"
"249","249","بلسم","CONDITIONER","1","3/26/2014 9:58:02 AM","1"
"250","250","حمام كريم","Bath Cream","1","3/26/2014 9:58:02 AM","1"
"251","251","جل ","hair gel","1","2/21/2015 1:27:18 PM","1001"
"252","252","حمام زيت معالج","REPAIR OIL","1","3/26/2014 9:58:02 AM","1"
"253","253","امبولات","LEAVE-IN TREATMENT","1","2/21/2015 1:27:48 PM","1001"
"254","254","معجون ","TOOTHPASTE","0","2/21/2015 1:30:37 PM","1001"
"255","255","فرد شعر","RELAXER HAIR","1","3/26/2014 9:58:02 AM","1"
"256","256","شامب","ANTI-DANDRUFF SHAMPOO","1","2/21/2015 1:28:20 PM","1001"
"257","257","شاور جل","SHOWER GEL","1","3/26/2014 9:58:02 AM","1"
"258","258","هاندووش","HANDWASH","1","3/26/2014 9:58:02 AM","1"
"260","260","شا","SHAMPOO and CONDITIONER","1","2/21/2015 1:28:39 PM","1001"
"261","261","بديل الزيت","OIL REPLACEMENT","1","3/26/2014 9:58:02 AM","1"
"262","262","طلاء أظافر","Nail Polish","1","3/26/2014 9:58:02 AM","1"
"263","263","مناديل مبللة","WIPES","1","3/26/2014 9:58:02 AM","1"
"264","264","كريم","Skin Cream","1","2/21/2015 1:29:01 PM","1001"
"265","265","مبيد حشرى","","1","3/26/2014 9:58:03 AM","1"
"266","266","معطر جو","AIR FRESHENER","1","3/26/2014 9:58:02 AM","1"
"267","267","صابون","SOAP","1","3/26/2014 9:58:02 AM","1"
"268","268","مزيل للشعر","HAIR REMOVER","1","3/26/2014 9:58:02 AM","1"
"269","269","اوكسجين","","1","3/26/2014 9:58:02 AM","1"
"270","270","حنة شعر","DEODORANT","1","2/21/2015 1:29:53 PM","1001"
"271","271","صبغة للشعر","HAIR COLOR","1","3/26/2014 9:58:02 AM","1"
"272","272","ملقاط","","1","3/26/2014 9:58:02 AM","1"
"273","273","بدى سبراى","BODY SPRAY","1","3/26/2014 9:58:02 AM","1"
"274","274","اعادة اللون للشعر","","1","3/26/2014 9:58:02 AM","1"
"275","275","معطر للجسم","BODY MIST","1","3/26/2014 9:58:02 AM","1"
"276","276","ملمع للشفاة","LIP GLOSS","1","3/26/2014 9:58:03 AM","1"
"277","277","مكياج","","1","3/26/2014 9:58:03 AM","1"
"278","278","تحديد للشفاة","LIPLINER","1","3/26/2014 9:58:02 AM","1"
"279","279","احمر خدود","BLUSHER","1","3/26/2014 9:58:02 AM","1"
"280","280","روج","LIPSTICK","1","3/26/2014 9:58:02 AM","1"
"281","281","اى شادو","EYESHADOW","1","3/26/2014 9:58:03 AM","1"
"282","282","تحديد للعين","","1","3/26/2014 9:58:02 AM","1"
"283","283","مسكرة","MASCARA","1","3/26/2014 9:58:02 AM","1"
"284","284","كريم أساس","","1","3/26/2014 9:58:02 AM","1"
"285","285","لوشن","","1","3/26/2014 9:58:03 AM","1"
"286","286","فازلين","Vaseline","1","3/26/2014 9:58:02 AM","1"
"287","287","بودرة قدم","Foot powder","1","3/26/2014 9:58:02 AM","1"
"288","288","كريم للشعر","HAIR CREAM","1","3/26/2014 9:58:02 AM","1"
"289","289","زيت للشعر","HAIR OIL","1","3/26/2014 9:58:02 AM","1"
"290","290","منتجات نزع الشعر","","1","3/26/2014 9:58:02 AM","1"
"291","291","شمع للشعر","HAIR WAX","1","3/26/2014 9:58:02 AM","1"
"292","292","جل كريم","GEL CREAM","1","3/26/2014 9:58:03 AM","1"
"293","293","حمام زيت","Bath Oil","1","3/26/2014 9:58:02 AM","1"
"294","294","ماسك للوجة","FACE MASK","1","3/26/2014 9:58:02 AM","1"
"296","296","كريم تشقير","","1","3/26/2014 9:58:02 AM","1"
"297","297","كريم صنفرة","SCRUB","1","2/9/2015 1:38:06 PM","1001"
"298","298","شرائط للانف","NOSE STRIPS","1","3/26/2014 9:58:02 AM","1"
"299","299","كريم تفتيح","whitening cream","1","3/26/2014 9:58:02 AM","1"
"300","300","كريم للقدم","FEET CREAM","1","3/26/2014 9:58:03 AM","1"
